Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
4041,2,3,39,15,3.4,4,15,3.4,4,11,7,20,23,25,16,0,8,10,16,6,0,0
4042,2,3,43,24,3.2,2,24,3.2,2,10,13,19,21,16,0,0,4,1,12,0,0,0
4043,2,1,50,15,3.2,6,15,3.2,6,11,7,23,24,22,16,0,2,10,9,1,0,0
4044,2,0,32,10,3.5,2,10,3.5,2,8,13,18,24,22,25,0,3,14,13,15,0,0
4045,2,4,31,28,3.3,4,28,3.3,4,12,9,20,17,27,0,0,12,13,4,0,0,0
4046,2,1,40,47,2.8,3,47,2.8,3,12,13,23,17,0,0,0,6,7,0,0,0,0
4047,2,3,45,4,3.5,1,4,3.5,1,8,9,17,20,15,27,19,12,17,15,6,4,0
4048,2,3,45,21,3.2,3,21,3.2,3,8,12,19,26,17,20,0,7,4,2,10,0,0
4049,2,5,61,40,2.7,4,40,2.7,4,10,12,24,17,0,0,0,14,12,0,0,0,0
4050,2,2,46,18,3.2,5,18,3.2,5,8,12,25,27,15,19,0,5,1,3,7,0,0
4051,2,0,37,36,2.9,3,36,2.9,3,9,12,16,15,19,0,0,15,3,2,0,0,0
4052,2,5,29,23,3,5,23,3,5,12,7,21,19,0,0,0,11,15,0,0,0,0
4053,2,1,42,27,3.1,6,27,3.1,6,11,10,27,22,16,0,0,2,16,7,0,0,0
4054,2,3,43,18,3.5,5,18,3.5,5,12,10,26,15,23,16,0,13,1,17,2,0,0
4055,2,5,63,34,2.9,5,34,2.9,5,10,12,23,16,24,0,0,5,9,8,0,0,0
4056,2,1,22,21,3.3,4,21,3.3,4,8,7,14,25,16,15,0,6,12,7,2,0,0
4057,2,0,40,31,3.1,2,31,3.1,2,8,13,23,16,0,0,0,13,3,0,0,0,0
4058,2,4,31,37,3,6,37,3,6,9,12,19,18,22,0,0,14,5,1,0,0,0
4059,2,5,58,13,3.2,3,13,3.2,3,10,7,24,23,14,19,0,2,3,4,11,0,0
4060,2,4,24,34,3,5,34,3,5,13,8,25,23,0,0,0,15,4,0,0,0,0
4061,2,1,42,8,3.6,2,8,3.6,2,8,11,21,16,19,14,23,3,15,2,10,5,0
4062,2,4,24,33,3.3,4,33,3.3,4,13,10,18,22,21,0,0,9,16,8,0,0,0
4063,2,4,46,20,3.3,6,20,3.3,6,8,11,16,21,27,20,0,16,10,7,11,0,0
4064,2,3,27,18,3.7,3,18,3.7,3,10,12,20,27,26,24,25,6,15,8,14,16,0
4065,2,1,22,22,3.5,6,22,3.5,6,11,12,22,26,25,23,0,12,10,14,5,0,0
4066,2,2,23,7,3.6,2,7,3.6,2,7,13,22,20,24,14,21,1,11,14,12,5,0
4067,2,4,53,8,3.6,6,8,3.6,6,9,12,21,16,24,27,17,17,14,13,6,12,0
4068,2,3,42,37,3,6,37,3,6,10,9,22,21,17,0,0,3,4,16,0,0,0
4069,2,1,54,20,3.2,3,20,3.2,3,11,12,20,21,26,16,0,7,6,10,2,0,0
4070,2,0,32,36,3.1,5,36,3.1,5,13,7,19,18,17,0,0,9,1,7,0,0,0
4071,2,1,34,11,3.5,3,11,3.5,3,12,10,24,21,26,18,23,6,10,1,3,16,0
4072,2,2,53,2,3.7,3,2,3.7,3,13,10,14,18,19,26,24,14,11,16,4,7,0
4073,2,2,59,7,3.6,2,7,3.6,2,12,7,20,19,17,16,22,3,9,1,17,7,0
4074,2,3,55,34,2.9,5,34,2.9,5,8,11,27,19,0,0,0,11,14,0,0,0,0
4075,2,0,44,28,3.4,4,28,3.4,4,7,9,24,21,22,14,0,6,16,9,11,0,0
4076,2,5,38,28,2.7,6,28,2.7,6,10,11,16,24,0,0,0,10,11,0,0,0,0
4077,2,1,52,23,2.6,3,23,2.6,3,11,9,22,20,0,0,0,2,15,0,0,0,0
4078,2,3,36,23,3.4,1,23,3.4,1,11,7,26,18,22,25,0,3,9,12,8,0,0
4079,2,5,36,33,2.8,5,33,2.8,5,13,11,21,25,0,0,0,4,3,0,0,0,0
4080,2,3,46,18,3.6,4,18,3.6,4,9,13,24,17,22,20,23,16,10,14,11,13,0
4081,2,4,55,19,3.5,2,19,3.5,2,13,8,17,27,24,19,0,17,9,2,16,0,0
4082,2,2,25,15,3.7,5,15,3.7,5,10,12,19,15,23,16,24,11,17,14,13,15,0
4083,2,1,37,25,3.5,3,25,3.5,3,13,11,23,19,21,24,0,8,17,2,13,0,0
4084,2,0,49,32,3,6,32,3,6,11,13,27,23,20,0,0,3,4,17,0,0,0
4085,2,0,56,9,3.6,1,9,3.6,1,9,13,19,26,14,23,27,17,1,14,16,13,0
4086,2,3,22,27,3.5,5,27,3.5,5,7,12,22,27,16,20,0,6,15,17,5,0,0
4087,2,1,32,30,3,4,30,3,4,8,12,16,15,25,0,0,15,12,2,0,0,0
4088,2,0,26,15,3.3,2,15,3.3,2,10,8,16,24,23,22,0,6,16,10,3,0,0
4089,2,3,31,35,2.8,2,35,2.8,2,11,12,17,26,0,0,0,14,1,0,0,0,0
4090,2,3,41,39,3.3,3,39,3.3,3,10,12,18,24,15,0,0,6,12,15,0,0,0
4091,2,2,25,43,2.7,1,43,2.7,1,9,8,20,22,0,0,0,17,11,0,0,0,0
4092,2,3,22,32,3,6,32,3,6,7,9,17,18,0,0,0,10,6,0,0,0,0
4093,2,0,24,13,3.2,5,13,3.2,5,7,11,27,22,18,17,0,15,7,14,9,0,0
4094,2,3,58,36,2.7,4,36,2.7,4,13,7,22,16,0,0,0,13,6,0,0,0,0
4095,2,1,47,27,3.1,6,27,3.1,6,11,9,21,20,24,0,0,5,3,17,0,0,0
4096,2,4,63,26,3.2,3,26,3.2,3,11,13,21,15,18,25,0,3,17,9,2,0,0
4097,2,2,22,28,3,2,28,3,2,11,12,18,17,16,0,0,8,6,15,0,0,0
4098,2,2,37,24,2.8,6,24,2.8,6,10,11,17,19,0,0,0,3,12,0,0,0,0
4099,2,0,61,9,3.7,6,9,3.7,6,7,9,27,17,20,22,14,13,17,15,8,3,0
4100,2,1,52,8,3.7,5,8,3.7,5,13,11,16,23,25,15,27,2,4,7,14,13,0
4101,2,3,63,12,3.6,1,12,3.6,1,8,11,25,20,14,22,26,10,7,4,16,9,0
4102,2,0,58,24,3,1,24,3,1,10,11,14,15,0,0,0,16,7,0,0,0,0
4103,2,0,31,39,3.1,2,39,3.1,2,12,10,18,23,25,0,0,6,9,5,0,0,0
4104,2,1,30,12,3.5,5,12,3.5,5,7,9,16,24,22,21,26,16,15,12,10,1,0
4105,2,5,39,9,3.7,4,9,3.7,4,11,8,17,24,20,23,21,3,13,15,6,7,0
4106,2,0,36,26,3.3,5,26,3.3,5,12,9,20,18,22,24,0,11,3,7,6,0,0
4107,2,4,32,41,3,6,41,3,6,13,9,25,27,0,0,0,4,16,0,0,0,0
4108,2,3,56,44,2.6,5,44,2.6,5,12,7,27,17,0,0,0,3,17,0,0,0,0
4109,2,5,31,19,3.7,6,19,3.7,6,13,11,20,19,24,18,14,5,14,15,3,12,0
4110,2,3,51,25,2.9,4,25,2.9,4,8,10,20,17,26,0,0,8,2,13,0,0,0
4111,2,2,53,43,2.7,4,43,2.7,4,8,12,23,18,0,0,0,9,7,0,0,0,0
4112,2,5,61,14,3.4,4,14,3.4,4,8,7,15,27,23,19,0,16,3,9,1,0,0
4113,2,4,60,13,3.5,5,13,3.5,5,9,7,25,22,19,16,0,7,6,8,10,0,0
4114,2,5,58,10,3.4,2,10,3.4,2,10,11,22,25,26,16,0,2,14,17,3,0,0
4115,2,5,46,18,3.5,1,18,3.5,1,8,11,19,24,25,27,21,6,5,10,4,13,0
4116,2,2,56,17,3.3,2,17,3.3,2,11,9,14,16,22,15,0,9,15,10,4,0,0
4117,2,3,50,38,3.2,1,38,3.2,1,9,7,19,23,24,0,0,10,12,4,0,0,0
4118,2,0,23,41,3.1,3,41,3.1,3,9,11,14,18,0,0,0,3,11,0,0,0,0
4119,2,3,34,30,3.1,3,30,3.1,3,12,13,26,19,16,0,0,2,7,5,0,0,0
4120,2,4,51,6,3.6,2,6,3.6,2,10,12,16,24,22,23,18,7,5,15,14,16,0
4121,2,1,41,39,2.9,6,39,2.9,6,12,7,18,25,23,0,0,16,2,12,0,0,0
4122,2,4,27,44,3.1,5,44,3.1,5,9,10,14,15,0,0,0,14,4,0,0,0,0
4123,2,4,31,6,3.5,3,6,3.5,3,13,9,26,19,17,22,24,7,10,5,13,3,0
4124,2,0,35,28,3.3,5,28,3.3,5,10,11,26,14,20,23,0,1,17,3,9,0,0
4125,2,1,29,29,3,4,29,3,4,10,7,14,20,24,0,0,5,8,9,0,0,0
4126,2,2,62,9,3.7,3,9,3.7,3,9,12,25,16,21,26,19,13,6,10,5,11,0
4127,2,3,48,1,3.6,4,1,3.6,4,13,7,18,14,27,24,15,13,15,9,17,3,0
4128,2,5,55,14,3.2,5,14,3.2,5,13,11,18,22,21,27,0,3,11,2,7,0,0
4129,2,1,23,32,3.1,5,32,3.1,5,8,12,17,21,14,0,0,17,8,12,0,0,0
4130,2,4,37,22,3.5,1,22,3.5,1,12,8,20,27,21,24,0,14,1,3,11,0,0
4131,2,5,54,11,3.2,4,11,3.2,4,9,10,18,24,20,19,0,11,14,8,13,0,0
4132,2,4,22,26,3.2,6,26,3.2,6,13,11,23,18,17,0,0,2,7,13,0,0,0
4133,2,5,51,19,3.5,1,19,3.5,1,11,9,27,21,17,19,22,1,17,9,12,7,0
4134,2,4,56,7,3.6,3,7,3.6,3,12,10,14,15,26,20,23,1,11,12,2,5,0
4135,2,0,55,13,3.6,5,13,3.6,5,13,12,19,18,26,21,27,4,11,3,1,12,0
4136,2,1,35,7,3.5,1,7,3.5,1,7,10,27,25,17,20,15,13,10,1,8,6,0
4137,2,3,33,24,3.1,2,24,3.1,2,13,7,18,17,19,0,0,13,14,3,0,0,0
4138,2,0,59,37,2.9,1,37,2.9,1,8,13,15,22,0,0,0,12,10,0,0,0,0
4139,2,2,24,22,3,2,22,3,2,10,12,19,21,0,0,0,7,2,0,0,0,0
4140,2,0,35,24,3,6,24,3,6,12,11,19,23,25,0,0,9,5,4,0,0,0
4141,2,1,22,29,2.6,3,29,2.6,3,13,9,17,23,0,0,0,2,1,0,0,0,0
4142,2,0,50,20,3,4,20,3,4,13,9,27,15,26,0,0,11,3,5,0,0,0
4143,2,4,47,12,3.2,3,12,3.2,3,13,12,18,24,17,21,0,13,11,5,17,0,0
4144,2,2,59,29,2.8,4,29,2.8,4,8,11,25,17,0,0,0,10,2,0,0,0,0
4145,2,1,28,32,3,6,32,3,6,9,10,22,20,16,0,0,2,14,3,0,0,0
4146,2,5,62,8,3.5,6,8,3.5,6,13,11,16,17,15,14,21,13,9,17,1,4,0
4147,2,0,54,14,3.4,6,14,3.4,6,9,7,22,17,14,26,0,10,6,9,12,0,0
4148,2,0,60,48,3,2,48,3,2,7,13,25,16,0,0,0,12,10,0,0,0,0
4149,2,5,42,19,3.5,3,19,3.5,3,13,8,27,26,14,24,16,12,5,10,3,13,0
4150,2,0,41,15,3.7,2,15,3.7,2,11,9,15,18,21,17,27,6,17,5,1,3,0
4151,2,1,52,28,3,2,28,3,2,12,9,26,17,15,0,0,15,5,10,0,0,0
4152,2,3,23,22,3.2,6,22,3.2,6,8,9,20,23,25,16,0,11,15,3,2,0,0
4153,2,2,55,27,3.2,1,27,3.2,1,8,10,20,26,14,22,0,9,5,10,7,0,0
4154,2,0,60,36,3.1,6,36,3.1,6,7,11,23,25,22,0,0,9,11,2,0,0,0
4155,2,2,29,37,2.6,2,37,2.6,2,7,12,24,21,0,0,0,14,2,0,0,0,0
4156,2,2,26,21,3.2,2,21,3.2,2,8,11,19,16,23,0,0,9,16,7,0,0,0
4157,2,4,61,31,3,4,31,3,4,8,9,19,24,0,0,0,3,11,0,0,0,0
4158,2,5,60,15,3.7,1,15,3.7,1,11,8,15,24,14,19,18,16,8,1,5,12,0
4159,2,3,59,47,3.1,1,47,3.1,1,11,8,16,24,0,0,0,5,2,0,0,0,0
4160,2,0,56,19,3.5,2,19,3.5,2,11,13,21,14,27,25,0,2,17,7,13,0,0
4161,2,4,45,3,3.5,4,3,3.5,4,9,7,22,19,17,23,14,13,11,8,10,14,0
4162,2,1,26,17,3.5,1,17,3.5,1,8,7,16,14,27,24,17,1,3,4,5,14,0
4163,2,0,61,13,3.2,3,13,3.2,3,11,10,22,16,26,23,0,7,12,5,6,0,0
4164,2,3,23,14,3.7,3,14,3.7,3,13,9,26,22,23,27,15,1,14,11,4,7,0
4165,2,1,49,34,2.6,5,34,2.6,5,13,12,20,26,0,0,0,2,4,0,0,0,0
4166,2,5,40,14,3.5,5,14,3.5,5,7,10,26,23,22,20,16,12,15,7,5,2,0
4167,2,1,36,31,2.8,2,31,2.8,2,7,9,25,15,0,0,0,15,16,0,0,0,0
4168,2,1,45,33,2.9,5,33,2.9,5,8,9,23,16,27,0,0,5,14,8,0,0,0
4169,2,4,54,24,3.2,3,24,3.2,3,9,7,18,24,14,0,0,5,11,8,0,0,0
4170,2,3,62,20,3.1,3,20,3.1,3,9,8,23,17,0,0,0,5,8,0,0,0,0
4171,2,4,28,16,3.7,1,16,3.7,1,12,7,18,26,22,19,27,17,10,8,6,2,0
4172,2,4,52,17,3.2,5,17,3.2,5,7,9,20,16,18,26,0,15,9,13,3,0,0
4173,2,3,22,39,2.6,4,39,2.6,4,13,7,14,20,0,0,0,5,13,0,0,0,0
4174,2,3,26,34,2.8,1,34,2.8,1,13,11,21,19,0,0,0,12,5,0,0,0,0
4175,2,2,53,21,3,6,21,3,6,8,13,21,22,0,0,0,7,13,0,0,0,0
4176,2,3,29,13,3.4,6,13,3.4,6,12,10,26,21,14,25,0,10,17,8,2,0,0
4177,2,2,50,37,3.1,6,37,3.1,6,7,13,24,23,0,0,0,14,10,0,0,0,0
4178,2,1,58,25,3.2,4,25,3.2,4,9,8,14,23,15,19,0,12,5,1,9,0,0
4179,2,5,38,15,3.6,6,15,3.6,6,11,7,17,24,14,19,22,13,11,15,10,6,0
4180,2,5,23,24,3.4,1,24,3.4,1,9,12,17,16,21,24,0,13,6,11,17,0,0
4181,2,0,27,34,2.8,4,34,2.8,4,13,9,16,22,0,0,0,14,13,0,0,0,0
4182,2,3,62,30,3.2,1,30,3.2,1,13,7,27,24,22,0,0,4,2,15,0,0,0
4183,2,0,23,25,3.4,3,25,3.4,3,11,7,22,16,20,26,0,16,7,1,6,0,0
4184,2,0,28,29,3.2,6,29,3.2,6,11,12,27,17,22,0,0,12,6,11,0,0,0
4185,2,5,33,7,3.5,1,7,3.5,1,9,12,14,15,20,27,26,4,17,9,8,16,0
4186,2,1,31,25,2.9,2,25,2.9,2,12,7,18,24,0,0,0,13,10,0,0,0,0
4187,2,3,22,15,3.5,4,15,3.5,4,11,13,19,24,18,14,21,12,2,3,14,4,0
4188,2,4,27,47,2.7,1,47,2.7,1,13,9,26,17,0,0,0,5,2,0,0,0,0
4189,2,2,40,32,3,3,32,3,3,7,9,16,26,24,0,0,1,16,5,0,0,0
4190,2,4,40,22,3.5,3,22,3.5,3,12,8,23,19,15,21,0,1,15,7,5,0,0
4191,2,0,57,24,3.1,2,24,3.1,2,11,8,24,20,22,0,0,8,15,11,0,0,0
4192,2,0,62,18,3.5,2,18,3.5,2,12,8,18,25,17,15,21,12,11,14,7,17,0
4193,2,2,51,5,3.5,3,5,3.5,3,8,11,16,23,17,19,25,12,4,8,13,15,0
4194,2,4,60,28,3.1,4,28,3.1,4,10,8,26,17,0,0,0,6,14,0,0,0,0
4195,2,3,52,29,3.2,6,29,3.2,6,8,7,14,25,27,0,0,13,7,12,0,0,0
4196,2,4,56,42,2.6,3,42,2.6,3,11,13,20,25,0,0,0,7,17,0,0,0,0
4197,2,0,36,15,3.5,2,15,3.5,2,9,7,24,26,14,18,17,1,14,8,5,9,0
4198,2,0,30,20,3,1,20,3,1,11,10,15,14,17,0,0,11,13,5,0,0,0
4199,2,0,45,6,3.6,2,6,3.6,2,12,7,20,21,15,27,22,6,16,4,14,1,0
4200,2,4,27,23,3.3,2,23,3.3,2,13,9,21,19,27,23,0,6,12,17,7,0,0
4201,2,3,44,28,3,1,28,3,1,7,13,16,18,27,0,0,15,6,16,0,0,0
4202,2,3,29,28,2.8,3,28,2.8,3,11,9,27,21,0,0,0,12,10,0,0,0,0
4203,2,0,47,27,3.3,5,27,3.3,5,8,9,23,20,18,0,0,1,9,8,0,0,0
4204,2,4,48,15,3.3,2,15,3.3,2,13,10,15,23,27,24,0,3,14,12,6,0,0
4205,2,0,38,32,3.1,1,32,3.1,1,12,9,19,18,20,0,0,9,10,4,0,0,0
4206,2,2,34,20,3.5,6,20,3.5,6,13,11,19,21,17,24,0,15,17,16,13,0,0
4207,2,3,32,8,3.6,4,8,3.6,4,11,7,25,20,23,21,22,7,9,1,17,3,0
4208,2,2,27,34,3,3,34,3,3,13,9,22,27,23,0,0,5,15,13,0,0,0
4209,2,1,30,25,3.3,3,25,3.3,3,13,12,26,16,18,24,0,1,5,9,15,0,0
4210,2,0,25,19,3.6,3,19,3.6,3,13,11,16,22,17,20,26,5,8,13,1,6,0
4211,2,1,36,27,3.3,4,27,3.3,4,10,11,18,22,15,0,0,17,9,5,0,0,0
4212,2,1,56,17,3.6,4,17,3.6,4,13,8,15,24,23,18,14,9,6,14,2,17,0
4213,2,5,22,23,3.2,3,23,3.2,3,7,13,16,14,18,21,0,14,12,6,1,0,0
4214,2,0,53,46,2.7,3,46,2.7,3,8,11,20,15,0,0,0,1,12,0,0,0,0
4215,2,0,23,32,3.2,2,32,3.2,2,9,12,23,19,24,0,0,13,2,12,0,0,0
4216,2,1,40,21,3.3,1,21,3.3,1,8,12,22,25,16,0,0,15,9,5,0,0,0
4217,2,5,34,43,3.1,4,43,3.1,4,13,8,20,26,0,0,0,11,17,0,0,0,0
4218,2,3,61,21,3.2,4,21,3.2,4,12,8,22,27,26,0,0,10,6,2,0,0,0
4219,2,0,58,22,3.5,3,22,3.5,3,10,13,27,17,20,15,0,1,2,6,14,0,0
4220,2,3,36,24,3.2,1,24,3.2,1,10,7,20,19,26,22,0,8,9,13,14,0,0
4221,2,2,54,33,2.9,3,33,2.9,3,12,8,17,22,20,0,0,12,4,7,0,0,0
4222,2,1,54,35,3.3,4,35,3.3,4,10,12,21,27,17,0,0,8,5,11,0,0,0
4223,2,3,36,38,2.9,1,38,2.9,1,13,10,26,24,27,0,0,17,2,3,0,0,0
4224,2,4,61,17,3.6,5,17,3.6,5,12,10,19,21,20,27,22,9,14,10,11,15,0
4225,2,2,25,18,3.5,1,18,3.5,1,12,10,19,26,20,23,17,5,10,15,7,17,0
4226,2,2,24,28,3.4,3,28,3.4,3,12,13,17,18,21,19,0,11,6,13,4,0,0
4227,2,2,41,36,3.1,4,36,3.1,4,10,7,24,20,16,0,0,5,2,3,0,0,0
4228,2,4,36,12,3.5,6,12,3.5,6,7,10,21,19,27,23,26,15,3,8,13,4,0
4229,2,4,28,26,3.4,4,26,3.4,4,9,12,21,25,23,18,0,16,10,17,1,0,0
4230,2,4,40,10,3.2,3,10,3.2,3,13,10,14,18,23,25,0,17,5,13,8,0,0
4231,2,3,30,29,3.1,2,29,3.1,2,9,10,23,20,21,0,0,12,13,11,0,0,0
4232,2,4,25,12,3.4,1,12,3.4,1,7,10,27,14,20,24,0,5,4,14,6,0,0
4233,2,0,23,32,2.9,5,32,2.9,5,9,7,22,16,0,0,0,10,3,0,0,0,0
4234,2,0,40,44,2.7,6,44,2.7,6,11,10,24,25,0,0,0,12,17,0,0,0,0
4235,2,4,38,14,3.5,3,14,3.5,3,9,13,20,25,16,17,0,8,13,10,15,0,0
4236,2,2,56,26,3.5,1,26,3.5,1,11,7,17,25,26,21,0,15,3,7,8,0,0
4237,2,0,31,23,3.3,3,23,3.3,3,13,10,15,26,23,0,0,5,10,2,0,0,0
4238,2,1,45,37,3.1,5,37,3.1,5,12,13,20,22,0,0,0,5,8,0,0,0,0
4239,2,2,42,42,2.7,6,42,2.7,6,8,12,14,27,0,0,0,12,1,0,0,0,0
4240,2,2,39,25,2.9,2,25,2.9,2,7,11,17,22,24,0,0,5,15,6,0,0,0
4241,2,5,46,23,2.9,3,23,2.9,3,9,13,21,25,23,0,0,17,6,10,0,0,0
4242,2,0,26,38,3,2,38,3,2,7,12,16,24,0,0,0,3,4,0,0,0,0
4243,2,0,41,22,3,5,22,3,5,7,10,19,25,0,0,0,13,5,0,0,0,0
4244,2,2,47,31,3.1,1,31,3.1,1,7,13,18,19,15,0,0,8,15,4,0,0,0
4245,2,3,52,31,3.2,2,31,3.2,2,10,13,26,15,16,0,0,11,8,2,0,0,0
4246,2,4,30,20,3.1,5,20,3.1,5,13,11,25,24,0,0,0,4,13,0,0,0,0
4247,2,3,64,16,3.6,5,16,3.6,5,9,12,20,23,16,18,26,2,3,13,8,5,0
4248,2,3,45,30,2.7,3,30,2.7,3,12,11,15,27,0,0,0,17,1,0,0,0,0
4249,2,5,49,35,2.8,2,35,2.8,2,7,12,19,27,0,0,0,2,1,0,0,0,0
4250,2,0,23,13,3.7,6,13,3.7,6,13,7,15,17,27,20,14,16,12,9,2,17,0
4251,2,4,23,8,3.7,1,8,3.7,1,12,8,25,16,27,15,26,14,11,9,17,10,0
4252,2,5,33,29,2.9,5,29,2.9,5,8,10,27,24,25,0,0,2,3,4,0,0,0
4253,2,4,52,35,3.3,5,35,3.3,5,9,13,18,16,23,0,0,3,13,11,0,0,0
4254,2,1,49,27,2.6,3,27,2.6,3,7,11,14,23,0,0,0,11,14,0,0,0,0
4255,2,0,40,9,3.7,3,9,3.7,3,12,11,26,14,18,25,24,16,5,15,8,6,0
4256,2,4,25,25,3.2,2,25,3.2,2,11,8,14,22,15,25,0,11,4,12,6,0,0
4257,2,0,32,41,3.1,3,41,3.1,3,8,9,20,19,0,0,0,17,10,0,0,0,0
4258,2,3,22,31,2.9,2,31,2.9,2,13,9,27,17,16,0,0,2,13,14,0,0,0
4259,2,4,23,16,3.5,5,16,3.5,5,7,9,15,21,22,25,0,9,5,13,11,0,0
4260,2,4,55,14,3.4,6,14,3.4,6,8,11,23,25,14,18,0,1,12,3,14,0,0
4261,2,1,22,28,3.4,5,28,3.4,5,13,11,27,26,15,23,0,12,4,15,2,0,0
4262,2,1,29,17,3.5,4,17,3.5,4,12,9,27,17,21,20,26,16,4,11,12,6,0
4263,2,2,24,22,2.7,4,22,2.7,4,11,8,27,22,0,0,0,15,6,0,0,0,0
4264,2,0,55,24,2.9,5,24,2.9,5,13,12,17,24,0,0,0,12,1,0,0,0,0
4265,2,0,42,16,3.7,3,16,3.7,3,12,7,24,16,22,23,14,5,10,13,9,11,0
4266,2,2,29,20,3.4,5,20,3.4,5,9,12,14,23,16,24,0,10,12,2,5,0,0
4267,2,2,26,23,3,5,23,3,5,10,13,27,22,21,0,0,9,6,5,0,0,0
4268,2,5,38,45,3,2,45,3,2,13,11,16,24,0,0,0,14,10,0,0,0,0
4269,2,3,23,13,3.6,4,13,3.6,4,8,9,25,27,23,18,20,1,14,2,7,13,0
4270,2,5,25,6,3.7,1,6,3.7,1,13,7,27,15,17,14,16,6,4,10,16,12,0
4271,2,2,61,37,2.6,4,37,2.6,4,10,12,19,15,0,0,0,12,16,0,0,0,0
4272,2,3,51,7,3.6,2,7,3.6,2,13,9,27,17,16,21,22,17,5,13,11,15,0
4273,2,3,56,29,3.1,3,29,3.1,3,7,8,26,15,27,0,0,5,14,3,0,0,0
4274,2,1,27,33,3,3,33,3,3,9,10,25,20,15,0,0,7,10,2,0,0,0
4275,2,2,27,10,3.7,4,10,3.7,4,10,8,14,21,24,25,19,3,6,12,13,5,0
4276,2,1,55,13,3.5,4,13,3.5,4,8,10,20,23,14,21,16,12,9,6,5,17,0
4277,2,0,48,18,3.3,2,18,3.3,2,13,8,27,18,19,24,0,8,4,13,2,0,0
4278,2,5,52,35,3,3,35,3,3,8,10,15,18,22,0,0,8,11,13,0,0,0
4279,2,3,59,33,2.9,6,33,2.9,6,11,9,19,27,26,0,0,6,17,5,0,0,0
4280,2,5,33,40,3.1,2,40,3.1,2,12,10,19,18,0,0,0,12,15,0,0,0,0
4281,2,3,22,2,3.5,3,2,3.5,3,10,9,27,22,21,18,17,9,3,1,15,6,0
4282,2,1,36,10,3.7,2,10,3.7,2,7,12,26,25,22,14,17,9,1,12,4,3,0
4283,2,3,35,29,3.3,1,29,3.3,1,8,9,14,25,21,0,0,13,9,7,0,0,0
4284,2,0,40,26,3.2,4,26,3.2,4,7,9,25,23,16,15,0,4,7,17,2,0,0
4285,2,4,64,12,3.7,4,12,3.7,4,10,8,15,16,14,18,24,8,3,16,5,1,0
4286,2,2,59,7,3.5,1,7,3.5,1,9,12,18,19,25,24,22,16,14,2,1,8,0
4287,2,4,42,31,2.8,6,31,2.8,6,7,11,20,26,0,0,0,15,12,0,0,0,0
4288,2,0,26,36,3,1,36,3,1,11,9,20,26,0,0,0,12,8,0,0,0,0
4289,2,4,39,17,3.6,1,17,3.6,1,9,12,19,18,27,21,16,7,4,12,8,17,0
4290,2,5,48,12,3.5,1,12,3.5,1,7,11,24,17,22,21,0,11,2,17,6,0,0
4291,2,3,58,17,3.5,2,17,3.5,2,12,13,25,17,19,21,0,9,8,4,1,0,0
4292,2,0,59,17,3.7,3,17,3.7,3,13,7,22,14,17,24,26,17,7,5,3,15,0
4293,2,3,61,12,3.3,3,12,3.3,3,10,7,26,14,15,16,0,6,3,10,15,0,0
4294,2,4,26,29,3.5,4,29,3.5,4,10,9,19,25,18,24,0,6,8,16,11,0,0
4295,2,4,49,28,3.3,4,28,3.3,4,10,8,19,18,23,0,0,16,10,4,0,0,0
4296,2,5,24,40,2.9,5,40,2.9,5,12,13,18,19,0,0,0,1,10,0,0,0,0
4297,2,4,23,39,3,5,39,3,5,13,7,19,15,26,0,0,11,14,1,0,0,0
4298,2,1,42,35,2.6,3,35,2.6,3,11,12,20,24,0,0,0,13,3,0,0,0,0
4299,2,4,34,28,3.2,1,28,3.2,1,13,7,26,14,25,27,0,13,15,10,17,0,0
4300,2,1,57,28,2.7,1,28,2.7,1,9,8,22,15,0,0,0,11,1,0,0,0,0
4301,2,5,30,46,2.7,1,46,2.7,1,11,10,20,23,0,0,0,17,11,0,0,0,0
4302,2,2,41,18,3.6,2,18,3.6,2,8,13,15,21,24,17,16,17,3,11,6,15,0
4303,2,1,38,49,2.7,1,49,2.7,1,10,11,16,25,0,0,0,15,10,0,0,0,0
4304,2,0,27,8,3.7,3,8,3.7,3,13,9,16,17,24,25,22,13,3,4,2,12,0
4305,2,2,47,10,3.5,2,10,3.5,2,7,12,14,24,21,16,19,5,10,8,6,2,0
4306,2,5,29,11,3.3,1,11,3.3,1,13,12,26,19,22,17,0,10,6,2,12,0,0
4307,2,0,30,35,3.3,5,35,3.3,5,11,13,20,18,24,0,0,13,1,10,0,0,0
4308,2,5,49,25,2.9,6,25,2.9,6,10,11,18,14,0,0,0,1,14,0,0,0,0
4309,2,5,23,16,3.4,3,16,3.4,3,9,10,17,19,24,16,0,16,11,12,8,0,0
4310,2,1,61,47,2.6,3,47,2.6,3,8,10,21,25,0,0,0,6,15,0,0,0,0
4311,2,5,61,33,3.1,3,33,3.1,3,7,12,18,22,24,0,0,2,1,5,0,0,0
4312,2,5,61,5,3.7,2,5,3.7,2,8,7,15,14,26,19,22,4,1,13,9,5,0
4313,2,5,32,37,2.6,4,37,2.6,4,13,11,23,21,0,0,0,6,2,0,0,0,0
4314,2,3,46,35,3.1,3,35,3.1,3,13,9,23,22,20,0,0,15,9,11,0,0,0
